time,distance
2012-08-13 17:58:58,0.9258295446358304
2012-08-13 17:58:49,1.4649916932814984
2012-08-13 17:58:38,4.097846931076562
2012-08-13 17:58:29,7.146278982859614
2012-08-13 17:58:19,9.472787688360222
2012-08-13 17:58:08,11.49694999819969
2012-08-13 17:57:59,17.33226156860307
2012-08-13 17:57:48,27.810273493180546
2012-08-13 17:57:39,38.05568704066096
2012-08-13 17:57:29,44.21502206771503
2012-08-13 17:57:18,47.7328404228204
2012-08-13 17:57:09,51.57049875482522
2012-08-13 17:56:58,55.06596765259616
2012-08-13 17:56:49,58.95985522438806
2012-08-13 17:56:39,65.60289058717333
2012-08-13 17:56:28,68.0802910133457
2012-08-13 17:56:19,70.29785337752676
2012-08-13 17:56:08,71.01594354398297
2012-08-13 17:55:58,76.6622128944299
2012-08-13 17:55:49,84.39195352418717
2012-08-13 17:55:38,85.89633127797677
2012-08-13 17:55:29,86.80816047446854
2012-08-13 17:55:18,91.01818079044882
2012-08-13 17:55:08,92.65206147876583
2012-08-13 17:54:59,93.23673126444146
2012-08-13 17:54:48,94.05474559476279
2012-08-13 17:54:39,99.75834419901793
2012-08-13 17:54:29,104.13618838296074
2012-08-13 17:54:18,107.53268928640253
2012-08-13 17:54:09,109.45688516088386
2012-08-13 17:53:58,112.51286884382198
2012-08-13 17:53:49,116.88682220845637
2012-08-13 17:53:39,122.34284823057921
2012-08-13 17:53:28,125.74058696960918
2012-08-13 17:53:19,126.83961901585783
2012-08-13 17:53:08,126.98812387743983
2012-08-13 17:52:59,128.31618945509572
2012-08-13 17:52:49,129.502717042822
2012-08-13 17:52:38,131.4015909233169
2012-08-13 17:52:29,133.2977364491937
2012-08-13 17:52:18,134.03634168506426
2012-08-13 17:52:09,136.19077688324177
2012-08-13 17:51:59,137.3523247510515
2012-08-13 17:51:48,138.8771202749838
2012-08-13 17:51:39,141.9592399430405
2012-08-13 17:51:28,143.4117509473498
2012-08-13 17:51:18,144.12721525133225
2012-08-13 17:51:09,145.0815057980792
2012-08-13 17:50:58,146.0880592227231
2012-08-13 17:50:49,148.13875919673262
2012-08-13 17:50:38,148.81125473383585
2012-08-13 17:50:28,149.03640624438117
2012-08-13 17:50:19,150.18202709011675
2012-08-13 17:50:08,151.01518829524238
2012-08-13 17:49:59,151.58411736758632
2012-08-13 17:49:49,151.81222227390427
2012-08-13 17:49:38,152.4928756076142
2012-08-13 17:49:29,153.14492757707066
2012-08-13 17:49:18,154.92388743875367
2012-08-13 17:49:09,155.14360779282777
2012-08-13 17:48:59,155.62506005065703
2012-08-13 17:48:48,157.04342780728422
2012-08-13 17:48:39,158.29118996187003
2012-08-13 17:48:28,158.7144821415775
2012-08-13 17:48:19,159.28089961010616
2012-08-13 17:48:09,160.29168408748538
2012-08-13 17:47:58,161.2047403178239
2012-08-13 17:47:49,161.58402202007667
2012-08-13 17:47:38,162.50752880012703
2012-08-13 17:47:28,163.34308453137749
2012-08-13 17:47:19,163.70742392716554
2012-08-13 17:47:08,164.33265756155456
2012-08-13 17:46:59,165.21581946726803
2012-08-13 17:46:48,166.14802058187226
2012-08-13 17:46:38,168.6348081168345
2012-08-13 17:46:29,170.08655219863837
2012-08-13 17:46:18,171.4455769359573
2012-08-13 17:46:09,172.29120659286656
2012-08-13 17:45:58,172.4685217776469
2012-08-13 17:45:48,173.08508810064006
2012-08-13 17:45:39,173.48292323299677
2012-08-13 17:45:28,174.433501895605
2012-08-13 17:45:19,174.78349590885574
2012-08-13 17:45:09,174.9234935141115
2012-08-13 17:44:58,175.3523841391461
2012-08-13 17:44:49,175.58170085695986
2012-08-13 17:44:38,177.20712399137383
2012-08-13 17:44:29,179.67983424764657
2012-08-13 17:44:19,180.01307289586262
2012-08-13 17:44:08,180.67824057754592
2012-08-13 17:43:59,181.76242165328142
2012-08-13 17:43:48,182.25168193664877
2012-08-13 17:43:39,183.0726072399798
2012-08-13 17:43:29,184.04485690794326
2012-08-13 17:43:18,185.0815297815455
2012-08-13 17:43:09,185.84116045313908
2012-08-13 17:42:58,187.45850065000744
2012-08-13 17:42:48,187.62353013868028
2012-08-13 17:42:39,189.15555245347468
2012-08-13 17:42:28,189.8017837394164
2012-08-13 17:42:19,190.3358534562966
2012-08-13 17:42:08,191.7631907505408
2012-08-13 17:41:58,192.74755986850332
2012-08-13 17:41:49,193.96859035941347
2012-08-13 17:41:38,194.4017019025175
2012-08-13 17:41:29,194.76954589825783
2012-08-13 17:41:18,195.3899892956037
2012-08-13 17:41:08,196.00841377923686
2012-08-13 17:40:59,196.6596868899855
2012-08-13 17:40:48,197.50051122002324
2012-08-13 17:40:39,197.98620561033124
2012-08-13 17:40:29,199.010171738101
2012-08-13 17:40:18,200.17202516146241
2012-08-13 17:40:09,201.0467505203462
2012-08-13 17:39:58,201.3655053986857
2012-08-13 17:39:49,202.13317253246578
2012-08-13 17:39:39,202.49816332799682
2012-08-13 17:39:28,203.85702908301778
2012-08-13 17:39:19,204.94111460038167
2012-08-13 17:39:08,205.46195055227105
2012-08-13 17:38:59,206.63339858487439
2012-08-13 17:38:49,206.73576536493107
2012-08-13 17:38:38,207.26949761075554
2012-08-13 17:38:29,207.33227485489925
2012-08-13 17:38:18,207.80922087747743
2012-08-13 17:38:08,207.96446528000016
2012-08-13 17:37:59,208.62377268515513
2012-08-13 17:37:48,208.9493179919689
2012-08-13 17:37:39,210.14473616634177
2012-08-13 17:37:28,210.73619687926515
2012-08-13 17:37:18,211.07504257365116
2012-08-13 17:37:09,211.69103374155137
2012-08-13 17:36:58,212.05537313861376
