time,distance
2012-08-05 06:00:53,2.3984664103854
2012-08-05 06:01:04,2.699031453331114
2012-08-05 06:01:14,2.438346125760411
2012-08-05 06:01:23,1.4570526402752304
2012-08-05 06:01:34,0.8162276129752148
2012-08-05 06:01:43,1.2335944826803193
2012-08-05 06:01:53,1.6310873799019165
2012-08-05 06:02:04,3.0296150334521332
2012-08-05 06:02:13,2.9286016754632542
2012-08-05 06:02:24,3.127183840490124
2012-08-05 06:02:33,4.819552954361016
2012-08-05 06:02:43,3.6443419346646437
2012-08-05 06:02:54,7.042584898484413
2012-08-05 06:03:03,8.47635781713557
2012-08-05 06:03:14,5.387639981251748
2012-08-05 06:03:24,5.601895403012671
2012-08-05 06:03:33,4.39901716702275
2012-08-05 06:03:44,3.7537917691509035
2012-08-05 06:03:53,3.932206244398857
2012-08-05 06:04:04,4.159081101768449
2012-08-05 06:04:14,4.870014831675746
2012-08-05 06:04:23,7.032012189041391
2012-08-05 06:04:34,5.02890805413083
2012-08-05 06:04:43,4.490146723580399
2012-08-05 06:04:54,0.8261470564506201
2012-08-05 06:05:04,4.707724648879628
2012-08-05 06:05:13,5.566050115151768
2012-08-05 06:05:24,5.113680524204841
2012-08-05 06:05:33,3.3868997323732177
2012-08-05 06:05:44,1.9397712859315221
2012-08-05 06:05:54,2.6988238060764735
2012-08-05 06:06:03,6.625866290386224
2012-08-05 06:06:14,5.04307362903075
2012-08-05 06:06:23,4.452114727285744
2012-08-05 06:06:33,5.208933080739247
2012-08-05 06:06:44,4.492303839715836
2012-08-05 06:06:53,5.7217068756480565
2012-08-05 06:07:04,7.457708486868344
2012-08-05 06:07:13,5.525103064680326
2012-08-05 06:07:23,3.6806483719574867
2012-08-05 06:07:34,5.919808247792951
2012-08-05 06:07:43,6.275889405934733
2012-08-05 06:07:54,6.16878361036891
2012-08-05 06:08:04,8.149390284150979
2012-08-05 06:08:13,6.945290864748637
2012-08-05 06:08:24,7.271799641285732
2012-08-05 06:08:33,6.759661084125983
2012-08-05 06:08:44,6.249910145498252
2012-08-05 06:08:54,8.430055574071524
2012-08-05 06:09:03,6.891036733589185
2012-08-05 06:09:14,8.171921862913921
2012-08-05 06:09:23,8.779543099909791
2012-08-05 06:09:34,6.356152779867496
2012-08-05 06:09:44,4.211131770402102
2012-08-05 06:09:53,1.3441504674823719
2012-08-05 06:10:04,4.669689672560772
2012-08-05 06:10:13,5.03230971216106
2012-08-05 06:10:23,8.029100215867595
2012-08-05 06:10:34,6.417406876539706
2012-08-05 06:10:43,1.487297654953596
2012-08-05 06:10:54,0.584514519765763
2012-08-05 06:11:03,3.8711771454860586
2012-08-05 06:11:13,3.67374765301953
2012-08-05 06:11:24,1.9631362819749318
2012-08-05 06:11:33,0.3681087929242766
2012-08-05 06:11:44,3.048969663945586
2012-08-05 06:11:53,4.03357228984734
2012-08-05 06:12:03,5.521994491773225
2012-08-05 06:12:14,4.865125867383565
2012-08-05 06:12:23,3.9821653855011796
2012-08-05 06:12:34,5.645990381844646
2012-08-05 06:12:44,10.611761335882639
2012-08-05 06:12:53,14.348602675458848
2012-08-05 06:13:04,15.03939828000854
2012-08-05 06:13:13,15.294627744148693
2012-08-05 06:13:24,7.826027009756933
2012-08-05 06:13:34,6.49024014154404
2012-08-05 06:13:43,5.7811384479162475
2012-08-05 06:13:54,6.923875033738598
2012-08-05 06:14:03,3.457745940368233
2012-08-05 06:14:14,5.846934186214788
2012-08-05 06:14:24,4.616509761889566
2012-08-05 06:14:33,4.119864237728483
2012-08-05 06:14:44,5.649569447480974
2012-08-05 06:14:53,5.36397243595894
2012-08-05 06:15:03,5.122139897793283
2012-08-05 06:15:14,9.786476498047609
2012-08-05 06:15:23,10.46491634766015
2012-08-05 06:15:34,11.71213426177427
2012-08-05 06:15:43,12.391769579670829
2012-08-05 06:15:53,11.463593496035816
2012-08-05 06:16:04,16.50760557653435
2012-08-05 06:16:13,15.292518870458391
2012-08-05 06:16:24,16.302920106777915
2012-08-05 06:16:33,16.224684048574417
2012-08-05 06:16:43,12.580023027104225
2012-08-05 06:16:54,9.947774321326351
2012-08-05 06:17:03,14.339213881616134
2012-08-05 06:17:14,12.32189329750695
2012-08-05 06:17:24,9.823232769606458
2012-08-05 06:17:33,7.611098707315039
2012-08-05 06:17:44,3.2731104277031875
2012-08-05 06:17:53,4.885914633008761
2012-08-05 06:18:04,4.732560206046638
2012-08-05 06:18:14,2.2995723388264975
2012-08-05 06:18:23,2.925273103412327
2012-08-05 06:18:34,5.070043733370202
2012-08-05 06:18:43,8.47767575599033
2012-08-05 06:18:54,6.6102093154788495
2012-08-05 06:19:04,8.082903107058774
2012-08-05 06:19:13,3.7875500459738802
2012-08-05 06:19:24,4.9231030474416535
2012-08-05 06:19:33,6.82698395819478
2012-08-05 06:19:43,11.148861863642887
2012-08-05 06:19:54,5.373418231481127
2012-08-05 06:20:03,5.4957371516551214
2012-08-05 06:20:14,1.2883879841907955
2012-08-05 06:20:23,3.1782169333135286
2012-08-05 06:20:33,5.351436075517958
2012-08-05 06:20:44,4.568279486389558
2012-08-05 06:20:53,5.905813204540355
2012-08-05 06:21:04,8.355175914798924
2012-08-05 06:21:13,9.334879682644841
2012-08-05 06:21:23,8.542549087575368
2012-08-05 06:21:34,8.487508660452995
2012-08-05 06:21:43,7.993142486661391
2012-08-05 06:21:54,6.04998038901056
2012-08-05 06:22:04,9.052935207608119
2012-08-05 06:22:13,6.784998956671135
2012-08-05 06:22:24,2.2551245811368563
2012-08-05 06:22:33,1.4735696433864314
