time,distance
2012-08-11 06:00:53,3.1014057191760718
2012-08-11 06:01:03,1.80308931470894
2012-08-11 06:01:12,0.5433433777239044
2012-08-11 06:01:23,1.9933989933822047
2012-08-11 06:01:32,1.3613729421828658
2012-08-11 06:01:43,0.47152805916223806
2012-08-11 06:01:53,1.40257280914044
2012-08-11 06:02:02,2.277865251592472
2012-08-11 06:02:13,2.5846544877358637
2012-08-11 06:02:22,1.3590529476357895
2012-08-11 06:02:33,1.6662739506201287
2012-08-11 06:02:43,2.2768770046365407
2012-08-11 06:02:52,1.5916286938423287
2012-08-11 06:03:03,2.339714938837815
2012-08-11 06:03:12,1.8536076883342845
2012-08-11 06:03:22,1.4313966243438514
2012-08-11 06:03:33,2.9303544793853975
2012-08-11 06:03:42,4.447165640348957
2012-08-11 06:03:53,4.6966814121457245
2012-08-11 06:04:02,3.1295967565833265
2012-08-11 06:04:12,6.857010020905447
2012-08-11 06:04:23,5.156732255745086
2012-08-11 06:04:32,3.3074407150782963
2012-08-11 06:04:43,1.1089498677327174
2012-08-11 06:04:53,2.404011643749914
2012-08-11 06:05:02,3.5476410695870366
2012-08-11 06:05:13,2.6613894218443757
2012-08-11 06:05:22,6.069278825179576
2012-08-11 06:05:33,8.648848519117085
2012-08-11 06:05:43,9.084517010676553
2012-08-11 06:05:52,7.7480176993228715
2012-08-11 06:06:03,8.003462337560311
2012-08-11 06:06:12,8.129285560093615
2012-08-11 06:06:23,5.013845057269916
2012-08-11 06:06:33,3.8037342243182195
2012-08-11 06:06:42,9.070181436099208
2012-08-11 06:06:53,9.211939097457998
2012-08-11 06:07:02,7.663655019043582
2012-08-11 06:07:12,7.537466833712408
2012-08-11 06:07:23,7.133558062123293
2012-08-11 06:07:32,10.019868413186265
2012-08-11 06:07:43,5.420048438778495
2012-08-11 06:07:52,2.703470059432713
2012-08-11 06:08:02,13.30488546943898
2012-08-11 06:08:13,11.063446459658445
2012-08-11 06:08:22,7.696710371536987
2012-08-11 06:08:33,4.473648835068526
2012-08-11 06:08:42,5.335437733390328
2012-08-11 06:08:52,7.237321207601136
2012-08-11 06:09:03,7.189051331263675
2012-08-11 06:09:12,8.259938605569761
2012-08-11 06:09:23,16.104494583990423
